tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
tt22872244,Patan Thi Pakistan,Patan Thi Pakistan,2013,\N,Drama,7.4,18
tt8600414,Beaux-parents,Beaux-parents,2019,83,Comedy,5.7,630
tt0202416,Venetian Rascal Goes to America,Johan Padan a la descoverta de le Americhe,2002,\N,"Adventure,Animation,Comedy",6.3,119
tt13892914,Jengka,Jengka,2015,80,"Horror,Mystery,Thriller",6.2,57
tt0043459,Decision Before Dawn,Decision Before Dawn,1951,119,"Drama,War",7.2,3206
tt1756673,Pehla Sitara,Pehla Sitara,2012,\N,Romance,7.5,18
tt0189016,Poleskaya legenda,Poleskaya legenda,1957,77,Drama,5.0,11
tt5662286,Maya Mridanga,Maya Mridanga,2016,124,Drama,7.5,17
tt0091537,Momo,Momo,1986,101,"Comedy,Family,Fantasy",6.5,2211
tt13694260,Nerdy Prudes Must Die,Nerdy Prudes Must Die,2023,146,"Comedy,Horror,Musical",8.0,656
tt0253274,Nadie muere dos veces,Nadie muere dos veces,1953,95,"Crime,Drama,Mystery",5.6,13
tt2569548,The Hybrids Family,The Hybrids Family,2015,95,"Adventure,Comedy,Family",5.1,169
tt0033341,András,András,1941,83,\N,6.4,14
tt9853992,The Long Goodbye-The Kara Tippetts Story,The Long Goodbye-The Kara Tippetts Story,2019,89,Documentary,8.0,57
tt6567388,Panglima badol,Panglima badol,1979,130,"Action,Adventure,Comedy",9.0,9
tt0107901,El pájaro de la felicidad,El pájaro de la felicidad,1993,115,Drama,6.3,185
tt3548874,The Pink Cloud,A Nuvem Rosa,2021,105,"Drama,Sci-Fi",5.9,1029
tt0115486,Zhong zi,Zhong zi,1996,97,Drama,7.9,79
tt1575680,Sivaji,Sivaji,2000,134,Action,3.2,18
tt0286727,Jaguar,Jaguar,1967,110,Documentary,7.3,282
tt2355478,Char... The No-Man's Island,...Moddhikhane Char,2012,88,"Documentary,Family",6.9,39
tt0475517,"Murder, Take One",Baksu-chiltae deonara,2005,115,"Comedy,Drama,Mystery",6.2,515
tt0045881,Hollandmädel,Hollandmädel,1953,93,"Comedy,Music",3.9,30
tt0112368,Angus,Angus,1995,90,"Comedy,Drama",6.7,7405
tt3437240,Mamá Ya Crecí,Mamá Ya Crecí,2014,95,"Comedy,Romance",2.0,240
tt3777936,Bubble Bubble Meows and the Lame-O Baby Jib,Bubble Bubble Meows and the Lame-O Baby Jib,2015,83,"Animation,Comedy,Family",7.1,13
tt0160535,Japanese Girls at the Harbor,Minato no Nihonmusume,1933,72,"Drama,Romance",6.9,819
tt0243041,Yo soy el asesino,Yo soy el asesino,1987,90,"Action,Adventure,Drama",4.3,14
tt0427879,Son kale: Çanakkale,Son kale: Çanakkale,2004,70,"Documentary,Drama,War",6.9,90
tt1218026,Happy Tree Friends: Ski Patrol,Happy Tree Friends: Ski Patrol,2005,74,"Animation,Comedy",7.0,100
tt0182338,Nessuno è perfetto,Nessuno è perfetto,1981,105,"Comedy,Drama,Romance",5.7,329
tt3681132,Lake House,Lake House,2018,\N,Thriller,6.7,12
tt8553878,Molehill,Molehill,2017,\N,\N,8.1,13
tt0050417,Die Frühreifen,Die Frühreifen,1957,91,Drama,7.4,40
tt14552662,Solutions,Solutions,2021,75,Documentary,8.3,38
tt0068445,The Daredevil,The Daredevil,1973,91,"Action,Crime",5.4,96
tt5096852,Signature Sounds: The Music of WWE,Signature Sounds: The Music of WWE,2014,53,"Documentary,Music,Sport",6.5,12
tt0088350,Victòria! 3: El seny i la rauxa,Victòria! 3: El seny i la rauxa,1984,135,"Drama,History",6.0,19
tt12646520,Chumki,Chumki,2022,153,"Horror,Mystery,Romance",6.9,31
tt6052806,Gutrun Gutargun,Gutrun Gutargun,2016,104,Family,8.8,9
tt2330912,Macross Plus Movie Edition,Gekijouban Makurosu Purasu,1995,115,"Action,Adventure,Animation",7.5,787
tt0814091,Ede megevé ebédem,Ede megevé ebédem,2006,90,Comedy,5.5,250
tt1379714,Braincell,Braincell,2010,100,"Drama,Horror,Mystery",4.0,73
tt0060146,Bakuto Shichi-nin,Bakuto Shichi-nin,1966,92,\N,6.5,10
tt1320197,I'm Dying for You!,Pethaino gia sena!,2009,102,Comedy,5.7,1166
tt0113077,Flamenco,Flamenco,1995,100,"Documentary,Music",7.4,795
tt3529010,How Most Things Work,Como funcionan casi todas las cosas,2015,95,Drama,6.8,410
tt0268706,Tri dnya vne zakona,Tri dnya vne zakona,1992,95,"Action,Crime,Mystery",5.2,40
tt1792589,Mitti,Mitti,2010,150,Drama,8.3,91
tt0198792,My Name Called Bruce,Pi li long quan,1978,85,"Action,Adventure",5.0,44
tt33053500,Château Rouge,Château Rouge,2024,107,Documentary,6.6,23
tt2291188,The Great Space Adventure,The Great Space Adventure,1963,\N,Sci-Fi,5.0,15
tt0028756,Woman of Malacca,La dame de Malacca,1937,113,"Drama,Romance",5.5,58
tt6981702,Empowered,Sin rodeos,2018,87,Comedy,5.7,2727
tt35052078,Child of Kuntilanak,Anak Kunti,2025,95,"Horror,Thriller",5.0,45
tt14260566,The Great Lillian Hall,The Great Lillian Hall,2024,110,"Adventure,Biography,History",7.3,2253
tt36692871,Unko Sweater - The Woolen Sweater,Unko Sweater,2025,132,Romance,8.3,324
tt0266435,Curse of the Moon Child,Curse of the Moon Child,1977,95,Horror,6.1,18
tt15309632,The Ghost,The Ghost,2022,138,"Action,Crime,Thriller",5.1,4584
tt5080732,Naomi Jones,Naomi Jones,2017,81,Comedy,7.3,19
tt1946285,The Wings of the Kirin,Kirin no tsubasa: Gekijouban Shinzanmono,2011,129,"Crime,Drama,Thriller",6.5,919
tt3242930,Angel Azul,Angel Azul,2014,74,"Documentary,Drama",8.5,29
tt9460816,Okinawan Blue,"Kokoro, odoru",2019,121,Drama,7.5,13
tt0457074,Velvet Revolution,Muzhskoy sezon. Barkhatnaya revolyutsiya,2005,117,"Action,Crime,Drama",3.2,564
tt0482372,Lost Secrets of Ancient Medicine: The Journey of the Blue Buddha,Lost Secrets of Ancient Medicine: The Journey of the Blue Buddha,2006,47,Documentary,8.3,16
tt0032458,Father Is a Prince,Father Is a Prince,1940,57,"Comedy,Drama",6.2,189
tt4056458,Once Upon a Crime: The Borrelli Davis Conspiracy,Once Upon a Crime: The Borrelli Davis Conspiracy,2014,108,"Biography,Crime,Documentary",8.1,27
tt1677603,A Ghost of a Chance,Suteki na kanashibari,2011,142,"Comedy,Crime,Fantasy",6.9,1304
tt0079317,Hunter in the Dark,Yami no karyudo,1979,137,"Action,Adventure,Drama",7.0,622
tt0238164,El diario de mi madre,El diario de mi madre,1958,90,Drama,5.5,15
tt2677112,"Kill, Granny, Kill!","Kill, Granny, Kill!",2014,70,Horror,4.5,166
tt30826180,Punishment,Straff,2024,107,Documentary,8.1,27
tt28997186,Beth Stelling: If You Didn't Want Me Then,Beth Stelling: If You Didn't Want Me Then,2023,59,"Comedy,Documentary",6.5,474
tt14358798,The Swedish Boys,The Swedish Boys,2020,102,Drama,8.5,17
tt0116827,Last Dance,Last Dance,1996,103,"Drama,Thriller",5.7,4912
tt7689052,Daphne & Velma,Daphne & Velma,2018,72,"Action,Comedy,Crime",4.2,2543
tt0834893,Night Shadows,Aux frontières de la nuit,2006,108,Drama,7.0,24
tt7429260,Hantu Gunung Kawi,Hantu Gunung Kawi,2017,95,"Comedy,Horror",4.5,47
tt2478350,L'Île Déserte,L'Île Déserte,2011,\N,Documentary,7.7,13
tt0054084,Midnight Lace,Midnight Lace,1960,103,"Crime,Drama,Mystery",6.8,6456
tt1500130,Bipolar Light,Bipolar Light,2009,138,"Comedy,Documentary",8.7,9
tt0219400,Waking Up in Reno,Waking Up in Reno,2002,91,"Comedy,Romance",5.5,6463
tt37140876,Meghalu Cheppina Prema Katha,Meghalu Cheppina Prema Katha,2025,143,"Musical,Romance",8.3,1015
tt11162250,Tokyo Home Stay Massacre,Tokyo Home Stay Massacre,2020,75,Horror,3.7,37
tt0113972,Nick of Time,Nick of Time,1995,89,"Action,Crime,Drama",6.3,46716
tt0323203,Marée noire et colère rouge,Marée noire et colère rouge,1978,65,Documentary,8.1,19
tt34111881,Aktor,Aktor,2025,137,Thriller,6.9,51
tt11246270,Postman,Cartero,2019,80,Drama,6.9,40
tt0421640,Arul,Arul,2004,162,Action,5.9,800
tt1650023,Western Confidential,Western Confidential,2011,85,"Comedy,Western",7.5,25
tt13275534,Manasulo Maata,Manasulo Maata,1999,\N,Comedy,6.5,14
tt7428476,The Incredible Shrinking Wknd,El increíble finde menguante,2019,93,Drama,5.9,563
tt7262346,Cum on Feel the Noize,Cum on Feel the Noize,2017,90,Documentary,5.5,99
tt33377402,Parvet,Parvet,2024,84,Drama,2.5,69
tt1584730,III Slices of Life,III Slices of Life,2010,107,"Horror,Sci-Fi,Thriller",3.3,710
tt0198690,Meng han,Meng han,1973,97,"Adventure,Drama",5.3,9
tt0148879,The Sins of Johnny X,The Sins of Johnny X,1975,57,"Adult,Drama",3.4,9
tt0100546,Sandino,Sandino,1990,135,"Biography,Drama",6.2,144
tt13270682,Haram Oldu,Haram Oldu,1985,84,Drama,6.1,20
tt4265776,Pia,Pia,2015,\N,Drama,6.9,9
tt0029372,Pappas pojke,Pappas pojke,1937,74,Comedy,4.9,16
tt5247768,"The Butcher, the Whore and the One-Eyed Man","A hentes, a kurva és a félszemü",2017,105,"Drama,History",6.1,555
tt0281275,Thai Mookambhikai,Thai Mookambhikai,1982,\N,\N,4.8,15
tt15477076,F.I.R NO. 339/07/06,F.I.R NO. 339/07/06,2021,155,"Crime,Drama,Thriller",6.5,397
tt0293478,St. John's Wort,Otogiriso,2001,85,"Horror,Mystery,Thriller",4.6,1210
tt27116600,Tractor,Tractor,2024,\N,Drama,7.4,12
tt6808310,"Hello Hello Hello: Lee Ranaldo, Electric Trim","Hello Hello Hello: Lee Ranaldo, Electric Trim",2017,76,"Documentary,Music",7.0,16
tt30094174,"Via Poma, un mistero italiano","Via Poma, un mistero italiano",2023,\N,Documentary,6.8,11
tt0315938,You Really Deserve It,Halal alayk,1952,\N,Comedy,6.2,34
tt0189188,The Old Memory,La vieja memoria,1978,175,Documentary,8.6,49
tt9057620,Easy Land,Easy Land,2019,90,Drama,5.7,311
tt0333073,Amannishahan,Amannishahan,1993,99,"Drama,History",7.8,7
tt0459606,Yam,Yam,2004,89,Comedy,6.9,13
tt1899216,Search in the Island,Jostojoo dar jazireh,1991,\N,\N,4.3,32
tt0379818,I: Proud to Be an Indian,I: Proud to Be an Indian,2004,129,"Action,Crime,Drama",6.1,636
tt11191356,Dear Future Children,Dear Future Children,2021,89,"Biography,Documentary",7.4,3949
tt0066364,Shango,"Shango, la pistola infallibile",1970,96,"Action,Drama,Western",5.5,285
tt0072088,Rivers of Sand,Rivers of Sand,1974,83,Documentary,7.5,36
tt26900238,American Spirit,American Spirit,2024,108,"Drama,Romance",9.6,5
tt30277291,Grandmother's Footsteps,Grandmother's Footsteps,2023,64,Documentary,6.2,18
tt1060255,The Horseman,The Horseman,2008,96,"Action,Crime,Thriller",6.5,5627
tt11244166,Cottontail,Cottontail,2023,94,Romance,6.5,362
tt1229390,Shortkut - The Con Is On,Shortkut - The Con Is On,2009,142,"Comedy,Drama",3.5,999
tt0109339,Brother Minister: The Assassination of Malcolm X,Brother Minister: The Assassination of Malcolm X,1994,115,Documentary,7.4,107
tt0053758,The Secret of the Telegian,Densô ningen,1960,85,"Horror,Sci-Fi",6.1,324
tt0008379,An Old Fashioned Young Man,An Old Fashioned Young Man,1917,50,Drama,5.3,15
tt0164235,Yo fui violada,Yo fui violada,1976,97,"Drama,Thriller",5.5,42
tt0164182,The Stonecutter,The Stonecutter,2000,95,Drama,8.3,16
tt1300169,The Warrior and the Wolf,Lang zai ji,2009,101,"Action,Drama,History",3.9,542
tt0195707,Fireworks,Fireworks,1981,75,"Adult,Comedy",5.8,49
tt2406306,A Bit of Bad Luck,A Bit of Bad Luck,2014,86,"Comedy,Drama,Thriller",4.8,325
tt1470854,Die Muse,Die Muse,2011,95,Thriller,7.9,38
tt26476006,Tortu,Tortu,2024,90,Drama,5.3,49
tt2325002,Freezer,Freezer,2014,83,"Action,Thriller",5.2,3639
tt1866283,Tunnelvision,Tunnelvision,2011,50,Drama,6.5,15
tt10250750,Boonie Bears: Blast Into the Past,Xiong chu mo: Yuan shi shi dai,2019,90,"Adventure,Animation,Fantasy",5.6,341
tt0107639,The Myth of the Male Orgasm,The Myth of the Male Orgasm,1993,90,"Comedy,Romance",5.6,174
tt7435316,The Glorias,The Glorias,2020,147,"Biography,Drama,History",6.0,4119
tt1841556,Dark Horse,Dark Horse,1990,46,Family,5.3,15
tt0218526,Prefiero a tu papá..!,Prefiero a tu papá..!,1952,\N,"Comedy,Drama",6.7,22
tt32399285,Mother,Mother,2025,103,Drama,6.7,64
tt1291064,Little Moscow,Mala Moskwa,2008,114,"Drama,Romance",6.6,943
tt7510132,The Suspicious,Zui jia xian yi ren,2014,99,"Mystery,Romance,Thriller",5.4,18
tt9916428,The Secret of China,Hong xing zhao yao Zhong guo,2019,\N,"Adventure,History,War",4.7,23
tt4391202,Fantasmi a Napoli,Fantasmi a Napoli,1990,\N,Adult,3.7,9
tt27691532,Friday the 13th: Blood Loss,Friday the 13th: Blood Loss,2025,90,"Drama,Horror",5.8,128
tt0136223,For the Heart of Beautiful Eleni,Gia tin kardia tis oraias Elenis,1967,89,"Comedy,Romance",3.7,19
tt7610008,Secret Ingredient,Iscelitel,2017,104,"Comedy,Drama",7.6,1392
tt0041460,The Hidden Room,Obsession,1949,96,"Crime,Film-Noir,Thriller",7.3,3202
tt2290109,Ai Ai,Ai Ai,1993,\N,Drama,4.7,77
tt1856770,Principles,Yeki az ma do nafar,2011,87,Drama,4.0,376
tt11492064,La Mujer de Vidrio,La Mujer de Vidrio,2023,88,Drama,6.3,25
tt7217298,Kingdoms,Reinos,2017,81,Drama,4.8,229
tt6260318,10 Kalpanakal,10 Kalpanakal,2016,125,"Crime,Mystery,Thriller",5.8,176
tt0242676,My Wife Understands Me,Mi esposa me comprende,1959,93,"Drama,Romance",6.6,18
tt3657970,Modris,Modris,2014,98,Drama,6.7,420
tt3108154,The Hunt,The Hunt,2016,100,"Action,Drama,Thriller",3.6,72
tt0326383,High Sky Summer,Wang Shouxian de xia tian,2002,87,Drama,5.7,30
tt5256098,Taranta on the road,Taranta on the road,2017,80,"Comedy,Drama,Musical",6.4,85
tt0480702,A Trip to Karabakh,Gaseirneba Karabaghshi,2005,105,"Action,Adventure,Drama",7.8,1021
tt0105820,Wild West,Wild West,1992,85,"Adventure,Comedy",5.7,185
tt0045679,The Desert Rats,The Desert Rats,1953,88,"Action,Adventure,Drama",6.7,5522
tt3124152,Kagemaru of the Iga Clan,Iga no Kagemaru,1963,70,Action,5.5,15
tt0113925,Naked Jane,Naked Jane,1995,111,Drama,6.3,83
tt11401844,Boriska: Indigo Boy from Mars,Boriska: Indigo Boy from Mars,2008,66,Documentary,7.9,19
tt0054187,Platinum High School,Platinum High School,1960,95,"Crime,Drama",5.6,165
tt0926142,Setaregan-e khak,Setaregan-e khak,1994,\N,\N,6.0,16
tt28303826,We Have a Dream,We Have a Dream,2023,96,Documentary,7.2,18
tt10453454,Boyaco Man,Boyaco Man,2019,\N,"Adventure,Comedy",5.1,15
tt6009232,"Tom, Dick and Harry 2",Tom Dick and Harry Returns,2017,\N,Comedy,5.3,22
tt1549829,Bioscope,Bioscope,2008,94,Drama,7.0,25
tt0421947,Carambole,Carambole,2005,102,"Crime,Drama,Mystery",6.1,675
tt11540272,Lapsis,Lapsis,2020,108,"Drama,Mystery,Sci-Fi",6.2,2940
tt0134380,Butter,Butter,1998,101,"Action,Thriller",4.4,527
tt1435564,Pacheri Uthila Majhi Duaru,Pacheri Uthila Majhi Duaru,1994,124,"Action,Comedy,Drama",6.6,9
tt0304262,The Happiness of the Katakuris,Katakuri-ke no kôfuku,2001,113,"Comedy,Fantasy,Horror",6.9,10470
tt0071564,Godzina za godzina,Godzina za godzina,1974,84,Drama,6.3,21
tt6794436,Year of the Scab,Year of the Scab,2017,77,Documentary,7.2,180
tt10133452,Natth,Natth,2000,\N,Drama,7.3,7
tt5618692,Cardinals,Cardinals,2017,84,"Crime,Drama,Thriller",5.6,483
tt0359443,Hum Hain Lajawaab,Hum Hain Lajawaab,1984,\N,"Action,Comedy,Drama",4.9,33
tt0206608,The Farewell,Abschied - Brechts letzter Sommer,2000,97,"Biography,Comedy,Drama",6.2,201
tt26084464,Trust Nobody 2,Trust Nobody 2,2023,\N,"Action,Crime,Drama",6.4,52
tt4450714,Sid Is Dead,Sid Is Dead,2023,90,"Comedy,Drama",5.8,691
tt0243885,The Elite,The Elite,2001,103,"Action,Crime,Thriller",3.6,622
tt27374831,The Nettle Dress,The Nettle Dress,2023,68,Documentary,8.2,48
tt13395340,Nueve Sevillas,Nueve Sevillas,2020,157,Documentary,7.3,18
tt11160832,Morning star,Najmat al-Subh,2019,97,"Drama,Romance,War",8.3,19
tt0066181,On a Clear Day You Can See Forever,On a Clear Day You Can See Forever,1970,129,"Comedy,Drama,Fantasy",6.4,4548
tt17155626,Betty Boop - Vol. 1: 22 Cartoon Classics - 2 Hours,Betty Boop - Vol. 1: 22 Cartoon Classics - 2 Hours,2017,143,"Animation,Comedy",6.5,10
tt14369304,My Night,Ma nuit,2021,87,Drama,6.0,296
tt0105487,Street Wars,Street Wars,1991,92,"Action,Drama",4.5,121
tt4058378,Floating Away,Floating Away,2015,90,"Drama,Music",7.6,17
tt4076824,Beverly Hills Christmas,Beverly Hills Christmas,2015,86,Family,3.1,574
tt4042326,Angels with Tethered Wings,Angels with Tethered Wings,2014,99,"Comedy,Horror,Mystery",3.9,145
tt15091418,The Dawning of the Day,Alborada,2021,108,Drama,6.4,111
tt9690224,Making and Unmaking,Making and Unmaking,2020,63,"Biography,Documentary,Drama",7.6,199
tt10084688,Auerhaus,Auerhaus,2019,104,"Comedy,Drama,Romance",6.2,246
tt0314119,Goryeojang,Goryeojang,1963,90,Drama,7.1,169
tt0245373,Primãvara bobocilor,Primãvara bobocilor,1987,81,Comedy,6.8,222
tt1483474,Piège blond,Piège blond,1970,78,\N,4.8,6
tt4702528,Alice in Earnestland,Seong-sil-han na-la-ui Ael-li-seu,2015,87,"Comedy,Drama,Thriller",6.8,635
tt0309926,Noorie,Noorie,1979,120,"Drama,Family,Romance",6.3,353
tt12570464,2 Urte 4 Hilabete eta Egun 1,2 Urte 4 Hilabete eta Egun 1,2020,90,Documentary,7.0,9
tt11368866,Triple Trouble,Tarapaty 2,2020,83,"Comedy,Family",5.4,110
tt0423877,Boudu,Boudu,2005,104,Comedy,5.2,1324
tt32096648,Black to the Future,Le grand déplacement,2025,83,Comedy,3.9,187
tt0206184,On Edge,On Edge,2001,93,"Comedy,Romance,Sport",5.0,323
tt0162281,Purple Lawns,Deshaim S'Gulim,1998,57,Drama,6.3,14
tt0109358,C'è Kim Novak al telefono,C'è Kim Novak al telefono,1994,100,Drama,6.3,37
tt0063500,Requiescant,Requiescant,1967,106,Western,6.5,1223
tt1242658,Milo,Milo,2012,94,Drama,6.5,308
tt12471970,Employee of the Month,L'employée du mois,2022,78,"Comedy,Crime",5.7,264
tt0266886,Rangula Ratnam,Rangula Ratnam,1966,181,Drama,7.5,14
tt0091495,Matador,Matador,1986,110,"Drama,Thriller",6.9,13675
tt9317286,Motel Acqua,Motel Acqua,2020,100,Thriller,5.2,34
tt0075093,Pousse-pousse,Pousse-pousse,1976,100,Drama,7.6,13
tt0118953,Deckname Dennis,Deckname Dennis,1997,\N,Documentary,7.6,132
tt0092138,L'unique,L'unique,1986,85,"Fantasy,Musical,Sci-Fi",5.7,37
tt0304777,The Banishment,Sürgün,1992,100,Drama,6.8,180
tt0106408,Bhaji on the Beach,Bhaji on the Beach,1993,101,"Adventure,Comedy,Drama",6.4,1283
tt6569622,Gomorroide,Gomorroide,2017,97,Comedy,5.1,138
tt27629714,Filling in the Blanks,Filling in the Blanks,2023,94,Documentary,6.7,407
tt0143498,Luau Orgy,Luau Orgy,1980,59,Adult,7.5,133
tt3290676,Uyyala Jampala,Uyyala Jampala,2013,124,"Drama,Family,Romance",7.1,1242
tt31549782,Till We Meet Again on the Lily Hil,"Ano hana ga saku oka de, kimi to mata deaetara",2023,127,"Drama,History,Romance",6.5,211
tt10883286,Love Child,Love Child,2019,112,"Documentary,Drama",7.1,174
tt0982922,Road to Victory,Road to Victory,2007,99,"Drama,Sport",4.7,318
tt0149941,Bouquet de joie,Bouquet de joie,1951,88,"Comedy,Musical",4.0,13
tt0798735,The Con Kid,Svindleren,2005,52,Documentary,6.5,61
tt0026940,The Roaring West,The Roaring West,1935,310,Western,6.1,61
tt0086495,U bent mijn moeder,U bent mijn moeder,1984,77,"Biography,Comedy",7.8,30
tt26491040,Thankamani,Thankamani,2024,156,"Action,Crime,Drama",4.6,241
tt0404956,Fandango,Fandango,2003,89,Drama,5.2,8
tt2224573,The Children of USSR,Yeldey SSSR,2007,96,"Crime,Drama,Romance",7.5,29
tt32424610,Last Chance to Save A Life,Last Chance to Save A Life,2024,54,Documentary,8.4,8
tt7605074,The Wandering Earth,Liú Làng Dì Qiú,2019,125,"Action,Adventure,Sci-Fi",5.9,38597
tt0055472,Squad Car,Squad Car,1960,62,"Crime,Drama",4.8,104
tt0064231,The Devil's 8,The Devil's 8,1969,98,"Action,Crime,Drama",5.1,471
tt1092009,The Hottest Day of the Year,The Hottest Day of the Year,1991,53,Drama,7.9,24
tt0050492,Heimweh... dort wo die Blumen blüh'n,Heimweh... dort wo die Blumen blüh'n,1957,90,"Drama,Music",4.4,47
tt14993352,Consecration,Consecration,2023,91,"Horror,Thriller",5.2,4800
tt2179097,Indigo,Indigo,2014,93,"Drama,Mystery,Thriller",5.3,49
tt0239934,Sanda,Sanda,1990,\N,Drama,6.9,21
tt0184850,The Sunday Date,To rantevou tis Kyriakis,1960,85,"Drama,Romance",5.0,53
tt0224285,Trans-Canada Summer,Trans-Canada Summer,1958,55,Documentary,7.2,11
tt0127935,Todas hieren,Todas hieren,1998,82,Drama,5.6,33
tt31887611,Iravin Kangal,Iravin Kangal,2024,116,"Sci-Fi,Thriller",7.2,174
tt0052705,My Little Seamstress,A Costureirinha da Sé,1959,103,"Comedy,Drama",6.2,40
tt0053807,Fabrik der Offiziere,Fabrik der Offiziere,1960,91,"Crime,Drama,War",7.1,128
tt0833441,Divasen Divas,Divasen Divas,2006,113,"Drama,Romance",8.6,12
tt0209123,La maison du mystère,La maison du mystère,1923,382,"Crime,Drama",7.5,131
tt0309978,Pangako... Ikaw lang,Pangako... Ikaw lang,2001,100,"Drama,Romance",7.1,59
tt0143212,The Two Girls,Les deux gamines,1951,93,Comedy,5.8,16
tt1467355,Kitchen Hamlet,Kitchen Hamlet,2009,76,Drama,7.2,8
tt5247736,Anil Bagchir Ekdin,Anil Bagchir Ekdin,2015,120,"Drama,War",7.0,186
tt12894926,We'll Be Fine,Jakos to bedzie,2021,89,"Comedy,Drama",3.9,33
tt2592464,"Dzhentlmeny, udachi!","Dzhentlmeny, udachi!",2012,96,Comedy,2.8,906
tt10535522,On Sacred Ground,On Sacred Ground,2023,86,Drama,5.4,361
tt0395478,Bottom,Bottom,2004,89,Drama,4.6,38
tt4916176,Dowry's Sugar Bowl,Ghandon-e Jahiziyeh,2015,93,"Comedy,Drama,Family",6.0,677
tt11091504,The Welder,The Welder,2021,86,Horror,3.5,138
tt0109325,Brahma,Brahma,1994,152,"Action,Crime,Drama",5.6,67
tt0318115,Ten for Two: The John Sinclair Freedom Rally,Ten for Two: The John Sinclair Freedom Rally,1972,78,"Documentary,Music",8.7,24
tt0094280,Vory v zakone,Vory v zakone,1988,95,"Crime,Thriller",6.0,340
tt7147540,Sui Dhaaga: Made in India,Sui Dhaaga: Made in India,2018,122,"Comedy,Drama",6.8,10208
tt10136634,The Cran,The Cran,2022,99,"Action,Comedy,Drama",6.5,33
tt14399148,Snuff Tapes,Snuff Tapes,2020,98,Horror,3.7,99
tt28102629,Battered Emotions,Battered Emotions,2023,74,Drama,3.9,24
tt0189894,Parted Lips,Parted Lips,1986,87,Adult,4.0,12
tt0960714,Ward 72,72. Kogus,1987,98,Drama,7.1,402
tt0132866,The Bitch Goddess,The Bitch Goddess,1982,59,Adult,8.0,9
tt14189216,Honganasu,Honganasu,2008,164,Drama,6.0,12
tt0041485,Horsemen of the Sierras,Horsemen of the Sierras,1949,56,"Drama,Music,Western",7.0,29
tt0094194,Tu novia está loca,Tu novia está loca,1988,87,Comedy,4.7,71
tt1646237,See How They Dance,Voyez comme ils dansent,2011,99,Drama,6.0,116
tt10661100,The Last Darling Bulgaria,Poslednyaya milaya Bolgariya,2021,90,"Biography,Drama,Mystery",6.5,133
tt10521234,Ajari Aku Islam,Ajari Aku Islam,2019,93,Drama,7.5,302
tt0485583,Apocalipsur,Apocalipsur,2005,101,Drama,7.0,195
tt1329414,Nyab Siab Zoo,Nyab Siab Zoo,2009,75,Drama,8.0,18
tt1830645,Igillena Maluwo,Igillena Maluwo,2011,125,Drama,5.8,203
tt9429520,101 Seconds,101 Seconds,2018,81,Documentary,5.9,33
tt1401245,Princess Lillifee,Prinzessin Lillifee,2009,70,"Animation,Family",4.5,184
tt2639128,The Gravedigger,El sepulturero,2009,64,Horror,5.4,19
tt0010386,The Lost Battalion,The Lost Battalion,1919,70,"Drama,History,War",6.2,157
tt0170452,Prince of Central Park,Prince of Central Park,2000,109,"Action,Adventure,Drama",5.1,684
tt15680012,Pinwheelz,Pinwheelz,2024,\N,Crime,6.9,18
tt4795624,Jackson Bolt,Jackson Bolt,2018,81,Action,4.2,106
tt0389081,Klownz,Klownz,2003,\N,"Comedy,Horror",4.2,17
tt34005570,Abbott & Costello in Africa Screams (In Color),Abbott & Costello in Africa Screams (In Color),2011,79,Comedy,7.8,16
tt0164021,Eleftherios Venizelos: 1910-1927,Eleftherios Venizelos: 1910-1927,1980,175,"Biography,Drama,History",6.3,240
tt0050217,Buongiorno primo amore!,Buongiorno primo amore!,1957,90,Comedy,5.2,8
tt13452524,Monsters of War,Monsters of War,2021,80,"Adventure,Drama,Horror",2.0,347
tt0074271,El calor de la llama,El calor de la llama,1976,87,"Drama,Thriller",6.1,39
tt1274295,Kaminey,Kaminey,2009,130,"Action,Crime,Drama",7.4,18757
tt0349734,Lobo salvaje,Lobo salvaje,1985,90,"Action,Drama",6.3,11
tt5311514,Your Name.,Kimi no Na wa.,2016,106,"Animation,Drama,Fantasy",8.4,371090
tt1667421,Cinema Is Everywhere,Cinema Is Everywhere,2011,86,Documentary,8.5,17
tt6538416,Spark,Hibana,2017,121,Drama,6.2,159
tt0216208,Shri Kanchi Kamakshi,Shri Kanchi Kamakshi,1978,156,\N,5.0,10
tt0429514,Aci Günler,Aci Günler,1981,64,Drama,4.2,47
tt0187530,The Astrologer,The Astrologer,1975,96,Horror,4.2,428
tt0240482,Kids from the Coal Land: A Letter to Henri Storck,Les enfants du Borinage - Lettre à Henri Storck,2000,54,Documentary,7.9,46
tt0355488,The Good Boys,The Good Boys,1997,\N,Comedy,4.8,18
tt13462560,Karakol,Karakol,2020,89,Drama,5.4,12
tt2012648,The Camera That Changed the World,The Camera That Changed the World,2011,59,Documentary,7.9,45
tt11398042,Climate Hustle 2,Climate Hustle 2,2020,107,Documentary,6.6,70
tt0134851,Nishana,Nishana,1950,\N,"Drama,Romance",7.4,11
tt0463992,Finish Line: A Cruise Down Memory Lane,Finish Line: A Cruise Down Memory Lane,2005,\N,Drama,6.1,25
tt0051043,Tabarin,Tabarin,1958,110,Drama,5.3,28
tt0297928,The Treatment,Gua sha,2001,100,Drama,6.7,345
