tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
tt30832517,Aru Tozasareta Yuki no Sanso de,Aru Tozasareta Yuki no Sanso de,2024,109,Mystery,5.1,153
tt0315284,Bhagya Le Jurayo,Bhagya Le Jurayo,2002,\N,\N,9.2,32
tt0277158,Molder of Dreams,Molder of Dreams,1991,\N,Biography,7.8,15
tt0065010,Some Kind of a Nut,Some Kind of a Nut,1969,90,Comedy,4.3,437
tt0359841,Plastic Tree,Peulraseutik teuri,2003,103,"Drama,Horror,Romance",6.1,210
tt7569402,"Dreams, Washed Out","Dreams, Washed Out",2018,118,"Drama,Mystery,Romance",8.8,16
tt15386760,Dear Rodeo: The Cody Johnson Story,Dear Rodeo: The Cody Johnson Story,2021,100,"Documentary,Music",7.9,111
tt0054357,Swiss Family Robinson,Swiss Family Robinson,1960,126,"Adventure,Family",7.1,19391
tt0025702,Ready for Love,Ready for Love,1934,77,"Comedy,Romance",5.6,93
tt1821317,Aadukalam,Aadukalam,2011,160,"Action,Drama,Romance",8.1,7741
tt0169885,A Face of War,A Face of War,1968,72,"Documentary,War",8.5,63
tt0028927,Ghost Town,Ghost Town,1936,56,"Drama,Western",5.9,100
tt29076602,Otpusk v oktyabre,Otpusk v oktyabre,2023,113,"Comedy,Drama,Fantasy",6.3,172
tt4082596,The Russian Woodpecker,The Russian Woodpecker,2015,80,"Documentary,War",6.7,1533
tt4940568,Hurt,Hurt,2015,84,Documentary,7.0,33
tt0185759,Lost Control,Yuen chuen sat hung,1997,84,"Drama,Thriller",4.6,11
tt0050556,Jailhouse Rock,Jailhouse Rock,1957,96,"Drama,Music,Musical",6.5,10553
tt0991158,I Tried,I Tried,2007,\N,"Drama,Music",5.2,413
tt1516595,Trippin',Trippin',2011,88,"Comedy,Horror",4.6,86
tt7167412,They Live in the Shadows,They Live in the Shadows,2018,79,"Drama,Mystery,Thriller",5.2,35
tt0077243,Blind Rage,Blind Rage,1976,80,"Action,Comedy,Crime",4.7,459
tt0296108,News from a Personal War,Notícias de uma Guerra Particular,1999,57,Documentary,8.2,886
tt0141341,In the Jeans Again,In the Jeans Again,1990,73,"Adult,Comedy",5.8,16
tt0070782,Terminal Island,Terminal Island,1973,88,"Action,Drama,Thriller",5.3,1726
tt23546666,Otoban Katilleri,Otoban Katilleri,2023,94,"Action,Crime,Thriller",5.7,18
tt0262580,MLA Yedukondalu,MLA Yedukondalu,1983,\N,\N,6.9,12
tt23035786,Love Will Come as a Forestal Fire,El amor vendrá como un incendio forestal,2022,91,Drama,5.8,5
tt1202532,Platon,Platon,2008,90,Drama,5.2,802
tt0163141,Enchanted Interlude,La parenthèse enchantée,2000,88,"Comedy,Romance",5.9,367
tt16421172,Love Upon the Hills,Love Upon the Hills,2018,\N,"Drama,Romance",8.2,6
tt0479852,One Way Boogie Woogie/27 Years Later,One Way Boogie Woogie/27 Years Later,2005,121,Documentary,7.3,135
tt0086999,Breakin' 2: Electric Boogaloo,Breakin' 2: Electric Boogaloo,1984,94,"Comedy,Drama,Musical",5.2,5121
tt2319002,Lunarcy!,Lunarcy!,2012,80,"Comedy,Documentary",6.1,228
tt0034288,Thummelumsen,Thummelumsen,1941,90,"Comedy,Romance",6.2,45
tt2298274,New World OrdeRx,Cheery Point,2013,128,"Drama,Sci-Fi",2.3,285
tt6458744,Unit Eleven,Unit Eleven,2020,118,Action,2.3,205
tt0091369,Labyrinth,Labyrinth,1986,101,"Adventure,Family,Fantasy",7.3,159892
tt0893492,Immortal,Immortal,2006,110,Action,6.0,252
tt1520945,In the Market,In the Market,2009,115,"Horror,Thriller",2.3,358
tt0076947,Yung chun ta hsiung,Yung chun ta hsiung,1975,82,"Action,Drama",6.5,73
tt0045176,Son of Geronimo: Apache Avenger,Son of Geronimo: Apache Avenger,1952,240,"Drama,Western",7.5,43
tt2076372,Toad Road,Toad Road,2012,76,"Drama,Horror,Sci-Fi",5.0,1619
tt15380598,Hobu Chandra Raja Gobu Chandra Montri,Hobu Chandra Raja Gobu Chandra Montri,2021,\N,"Drama,Fantasy",6.6,347
tt0293608,King of the Hearts,Soltan ghalbha,1968,135,"Drama,Musical,Romance",7.1,1074
tt0031281,Eteenpäin - elämään,Eteenpäin - elämään,1939,110,Drama,5.2,63
tt0302673,Jatt Punjabi,Jatt Punjabi,1979,\N,\N,7.4,20
tt1034402,Pattiyal,Pattiyal,2006,140,Crime,7.3,510
tt0781085,Tokyo University Story,Tôkyô Daigaku monogatari,2006,105,"Comedy,Drama",4.7,40
tt0022609,The Admiral's Secret,The Admiral's Secret,1934,63,Comedy,5.1,54
tt0304143,Harto the Borges,Harto the Borges,2000,83,Documentary,5.9,18
tt5349762,Dangga,Dangga,1992,140,"Action,Crime,Drama",6.1,20
tt27621213,The Diamond King,The Diamond King,2025,89,Documentary,8.1,18
tt0196342,The Apocalypse According to Cioran,Apocalipsa dupa Cioran,1995,58,Documentary,8.2,235
tt1194606,Murder.com,Murder.com,2008,85,"Crime,Drama,Mystery",3.6,592
tt0158797,Mon ami le cambrioleur,Mon ami le cambrioleur,1950,85,Comedy,3.6,7
tt0436480,Kendi Düsen Aglamaz,Kendi Düsen Aglamaz,1969,96,"Drama,Romance",5.0,19
tt0027626,Honeymoon,Flitterwochen,1936,80,Comedy,6.6,21
tt1742100,Ogo Bodhu Sundari,Ogo Bodhu Sundari,2010,\N,Comedy,8.2,13
tt1411793,Tapasya,Tapasya,1980,\N,Drama,4.6,7
tt0832946,Sleeping Dogs,Sleeping Dogs,2006,76,Drama,5.3,36
tt0194775,Country Comfort,Country Comfort,1981,83,"Adult,Drama,Western",5.6,160
tt7929502,Azzurro,Azzurro,2018,90,Romance,6.2,12
tt28498950,Toshkua,Toshkua,2023,80,Documentary,7.6,13
tt2561584,9/11 Truth: Hollywood Speaks Out,9/11 Truth: Hollywood Speaks Out,2011,150,Documentary,5.6,77
tt1210840,Teary Sockets,Teary Sockets,2008,97,Comedy,6.5,12
tt23723678,Sattam En Kaiyil,Sattam En Kaiyil,2024,124,"Crime,Horror,Thriller",7.9,2328
tt0192968,Amante Muito Louca,Amante Muito Louca,1973,95,Comedy,6.3,46
tt1736000,Il settimo annuncio,Il settimo annuncio,2010,85,"Drama,Mystery,Thriller",1.5,10
tt8742566,White Spot,White Spot,2020,92,"Adventure,Documentary,Drama",4.4,23
tt1340475,Venado,Venado,2009,79,Documentary,8.5,12
tt2994566,Müll - der einzig wahre Trashfilm,Müll - der einzig wahre Trashfilm,2013,78,Comedy,6.6,17
tt0071842,The Middle of the World,Le milieu du monde,1974,115,"Drama,Romance",7.1,392
tt16306054,Rifftrax: The Shape of Things to Come,The Shape of Things to Come,2020,\N,Comedy,6.3,55
tt0092734,Caught,Caught,1987,113,"Action,Crime,Drama",6.4,121
tt1111818,Mr. Big,Mr. Big,2007,89,Documentary,6.2,57
tt18295000,The Girl from Tomorrow,Primadonna,2022,97,Drama,7.0,537
tt0286202,Affair at Twilight,Tasogare no joji,1972,70,\N,4.8,6
tt5311542,Never Look Away,Werk ohne Autor,2018,189,"Biography,Drama,Romance",7.7,27506
tt4049520,They Exist,They Exist,2014,90,Horror,3.4,43
tt0070818,Like a Turtle on Its Back,La tortue sur le dos,1978,110,"Comedy,Drama",6.2,92
tt0022456,Sweepstakes,Sweepstakes,1931,77,"Comedy,Sport",5.4,60
tt0066548,What Is the Matter with Willi?,Was ist denn bloß mit Willi los?,1970,85,"Comedy,Musical",5.7,306
tt3804448,House of Afflictions,House of Afflictions,2017,95,"Horror,Thriller",3.6,136
tt11163006,Lupus IV: Anak Mami Sudah Besar,Lupus IV: Anak Mami Sudah Besar,1990,94,Comedy,7.1,10
tt0064276,Easy Rider,Easy Rider,1969,95,"Adventure,Drama",7.2,121709
tt1710394,Jeremy Fink and the Meaning of Life,Jeremy Fink and the Meaning of Life,2011,91,Family,5.9,416
tt1283884,Blodigt jävla helvete,Blodigt jävla helvete,2008,108,"Action,Comedy,Crime",6.6,42
tt0049813,Suspended Alibi,Suspended Alibi,1957,65,"Crime,Drama",6.2,129
tt11469882,Appetite for Sin,Appetite for Sin,2024,\N,Horror,5.1,72
tt0361876,Manchi Kutumbam,Manchi Kutumbam,1989,\N,\N,6.4,9
tt2511658,Nene,Nene,1985,\N,Horror,5.7,10
tt0109502,Criminal,Criminal,1994,87,"Crime,Drama",5.3,50
tt0201150,Som Amor e Curtição,Som Amor e Curtição,1972,90,"Comedy,Musical",7.2,7
tt5987710,La Historia Negra del Cine Mexicano,La Historia Negra del Cine Mexicano,2016,97,Documentary,6.9,20
tt0372814,Free Radicals,Böse Zellen,2003,120,"Drama,Romance",6.1,572
tt3341876,The Fix,The Fix,2014,71,"Documentary,Drama",8.1,18
tt0051592,Escuela de verano,Escuela de verano,1959,94,"Comedy,Drama",6.7,25
tt32351731,CHA-CHA,CHA-CHA,2024,108,Drama,5.9,29
tt1339303,"Gelatin Silver, Love",Zerachin shirubâ love,2009,87,Thriller,6.2,174
tt0353546,I Think I Cannes,I Think I Cannes,1997,97,Comedy,2.6,130
tt3894340,They Returned,Ellos Volvieron,2015,94,"Crime,Drama,Horror",5.6,329
tt9678452,A Girl's Band,Una banda de chicas,2018,83,Documentary,7.2,62
tt17499010,Love on Trial,Ren'ai saiban,2025,124,Drama,6.4,34
tt5563782,Followed,Followed,2018,96,"Horror,Mystery,Thriller",4.9,2343
tt0015856,Gentleman Roughneck,Gentleman Roughneck,1925,\N,Adventure,2.1,20
tt15100100,Nayika Devi: The Warrior Queen,Nayika Devi: The Warrior Queen,2022,122,"Biography,Drama,History",6.8,696
tt0136829,Ex-Connection,Ex-Connection,1986,80,Adult,5.6,12
tt0061959,El matrimonio es como el demonio,El matrimonio es como el demonio,1969,105,"Comedy,Romance",7.2,55
tt2023559,No More Fear,La khaoufa baada al'yaoum,2011,72,Documentary,7.5,35
tt6712330,My Fairy Tail Love Story,My Fairy Tail Love Story,2018,115,"Fantasy,Romance",6.2,113
tt8994490,Indulgence,Indulgence,2019,82,"Drama,Thriller",4.3,137
tt10129678,Discovering Vitruvius - Fanum Fortunae,Fanum Fortunae - Alla scoperta di Vitruvio,2019,\N,Documentary,8.2,7
tt0312461,Berega,Berega,1973,89,Comedy,5.7,31
tt0083179,Te gek om los te lopen,Te gek om los te lopen,1981,94,"Comedy,Drama",5.6,87
tt12472554,Mahaan,Mahaan,2022,163,"Action,Drama,Thriller",7.7,18706
tt5711408,La Soledad,La Soledad,2016,89,Drama,6.4,267
tt9020586,Please Don't Marry My Mom,"Chu Oi, Dung Lay Me con",2018,90,"Comedy,Family,Romance",5.1,15
tt12760568,Two Face: The Grey,Two Face: The Grey,2020,104,Documentary,6.2,153
tt1397093,The Quantum Activist,The Quantum Activist,2009,78,Documentary,6.2,244
tt10059236,My Second Year in College,Sale dovom daneshkadeh man,2019,99,"Drama,Romance",5.0,402
tt0202293,"At This Late Date, the Charleston",Chikagoro naze ka Charusuton,1981,116,Comedy,6.9,55
tt1053911,Rehla dakhel emraa,Rehla dakhel emraa,1978,110,\N,4.8,22
tt8454312,Another Name,Drugoe imya,2022,97,"Drama,Thriller",5.1,86
tt6624908,Sambodhan,Sambodhan,2015,\N,Crime,7.1,939
tt0876125,Istedgade,Istedgade,2006,48,Drama,5.3,34
tt0096393,Viper,Viper,1988,94,"Action,Drama",4.8,145
tt0058121,Doomed Fort,Fuerte perdido,1964,92,"Drama,Western",4.7,39
tt0345097,Dalaginding,Dalaginding,2002,\N,Drama,6.8,10
tt1808076,Documenting the Grey Man,Documenting the Grey Man,2011,73,Horror,2.5,379
tt0017045,The Kreutzer Sonata,Kreutzerova sonáta,1927,74,Drama,6.5,62
tt0419167,Stragglers,Stragglers,2004,86,"Horror,Thriller",3.0,94
tt0391970,Esclavo y amo,Esclavo y amo,2003,90,Drama,4.9,12
tt0171617,Les petites écolières,Les petites écolières,1980,83,"Adult,Comedy",6.5,406
tt4273630,The Insanity of God,The Insanity of God,2016,\N,Documentary,7.7,142
tt11254246,Anxious America,Anxious America,2019,66,Documentary,8.2,27
tt32907482,The Sun Rises on Us All,Ri gua zhong tian,2025,133,Drama,6.0,58
tt6599146,Pizza Shop: An Italian-American Dream,Pizza Shop: An Italian-American Dream,2017,57,"Biography,Documentary",7.8,39
tt0206211,A Pocket Full of Dreams,A Pocket Full of Dreams,2001,100,Drama,7.6,13
tt2265565,Suspension of Disbelief,Suspension of Disbelief,2012,112,Thriller,4.2,696
tt7180776,"Hey, Mr. Postman!","Hey, Mr. Postman!",2018,90,Comedy,6.4,125
tt0192718,The Man Who Sleeps,Un homme qui dort,1974,77,Drama,7.9,5283
tt32536035,The Yoshi Movie,The Yoshi Movie,2024,105,"Action,Adventure,Comedy",8.1,16
tt0038230,Voice of the Whistler,Voice of the Whistler,1945,60,"Drama,Film-Noir",6.2,722
tt0123627,Candy Goes to Hollywood,Candy Goes to Hollywood,1979,88,"Adult,Comedy",5.5,291
tt28671034,#annaismissing,#annaismissing,2023,110,"Drama,Thriller",7.1,224
tt0183598,Ölüm Görevi,Ölüm Görevi,1978,74,Adventure,5.3,63
tt0023663,Shame,Vstrechnyy,1932,115,Drama,6.6,98
tt17037988,Last Flamingo of the Red Summer Sunset,Last Flamingo of the Red Summer Sunset,2024,80,"Drama,History,Western",8.5,15
tt0026583,Peasants,Krestyane,1935,114,Drama,6.1,79
tt31917049,From My Cold Dead Hands,From My Cold Dead Hands,2024,64,Documentary,6.8,22
tt0111237,Somebody to Love,Somebody to Love,1994,102,"Comedy,Drama",5.5,839
tt27827635,Ricky,Ricky,2025,109,Drama,6.8,114
tt1146295,Snow,Snijeg,2008,100,Drama,7.0,1202
tt0237819,Thagini,Thagini,1974,122,Drama,7.4,36
tt1982090,Concrete,Bettone,2011,65,"Documentary,War",5.8,10
tt0316038,Ask My Heart,Salu Qalbi,1952,\N,Romance,5.6,16
tt5481272,Patagonia Treasure Trail,Patagonia Treasure Trail,2016,85,"Drama,Western",4.9,22
tt0099894,Johnny Wong 2: Wong Again!,Johnny Wong 2: Wong Again!,1990,114,\N,6.2,6
tt0157460,Chitchor,Chitchor,1976,105,"Drama,Romance",7.5,814
tt18076786,Dying to Sleep,Dying to Sleep,2023,94,"Drama,Mystery,Thriller",5.8,492
tt0061551,Dante no es únicamente severo,Dante no es únicamente severo,1967,78,Drama,6.2,106
tt2492168,The White-Haired Girl,Bái máo nu,1972,128,"Drama,Music",5.4,15
tt0070814,Tom Sawyer,Tom Sawyer,1973,103,"Adventure,Family,Musical",6.4,2831
tt33400588,18+(malayalam),18+(malayalam),2023,85,Drama,8.1,18
tt0414428,The Rainbowmaker,The Rainbowmaker,2008,90,Romance,6.2,185
tt33097837,Tumko Meri Kasam,Tumko Meri Kasam,2025,166,Drama,6.6,873
tt0061164,The Thief,La voleuse,1966,88,Drama,6.5,276
tt3020696,"Harry, Hamlet and I","Harry, Hamlet and I",2013,99,Drama,8.2,7
tt5899800,Lagna Pahave Karun,Lagna Pahave Karun,2013,125,Romance,6.6,78
tt0041489,The Huggetts Abroad,The Huggetts Abroad,1949,89,Comedy,5.7,262
tt0097368,The Fly II,The Fly II,1989,105,"Drama,Horror,Sci-Fi",5.2,25927
tt3702704,Bourek,Bourek,2015,90,"Comedy,Drama",6.2,2824
tt1058114,Sahder el-Samak,Sahder el-Samak,1986,120,"Action,Drama,Thriller",6.3,327
tt0383311,Dinampot ka lang sa putik,Dinampot ka lang sa putik,1991,\N,Drama,6.4,18
tt2292947,Tales of the Supernatural: Naked,Tales of the Supernatural: Naked,2013,\N,Horror,4.4,19
tt0781610,Drunkard's Paradise,Yopparai tengoku,1962,93,Drama,6.9,15
tt0434440,The World According to Sesame Street,The World According to Sesame Street,2006,104,Documentary,7.3,154
tt0066831,Big Jake,Big Jake,1971,110,"Drama,Western",7.1,15453
tt1671693,Powerful: Energy for Everyone,Powerful: Energy for Everyone,2010,95,"Documentary,Family,News",8.7,16
tt0264191,Hürmüz with Seven Husbands,Yedi Kocali Hürmüz,1971,88,"Comedy,Musical,Romance",6.9,422
tt0019127,Misdeal,Maldone,1928,102,"Drama,Romance",7.0,252
tt6680730,Street Lights,Street Lights,2018,129,"Crime,Thriller",6.0,1368
tt0039259,Check Your Guns,Check Your Guns,1948,55,"Drama,Western",6.2,117
tt28603358,The Lifeguards,The Lifeguards,2024,107,"Comedy,Romance",3.7,151
tt0222159,"Louisa, een woord van liefde","Louisa, een woord van liefde",1972,109,"Drama,Romance",5.5,128
tt0075849,Cinderella,Cinderella,1977,94,"Comedy,Musical",5.6,1110
tt0449089,RV,RV,2006,99,"Adventure,Comedy,Family",5.6,66038
tt7606620,The Last Runway,"Leal, solo hay una forma de vivir",2018,107,"Action,Crime,Drama",5.8,865
tt8841934,Çilli Yavrum Çilli,Çilli Yavrum Çilli,1975,\N,\N,4.4,11
tt1097021,The Weekend,The Weekend,2007,99,Comedy,3.2,687
tt0035134,Northwest Rangers,Northwest Rangers,1942,65,"Drama,Western",5.6,199
tt6850778,Black White & Blue,Black White & Blue,2018,76,Documentary,6.9,18
tt0066602,Zatoichi and the One-Armed Swordsman,Shin Zatôichi: Yabure! Tôjin-ken,1971,94,"Action,Adventure,Drama",7.1,1854
tt29084889,Wishes of the Blue Girl,Wishes of the Blue Girl,2024,73,"Drama,Horror,Mystery",4.3,384
tt29432279,In Her Dreams,In Her Dreams,2023,\N,Drama,8.0,6
tt10055546,Supercool,Supercool,2021,92,"Action,Comedy,Crime",5.3,1621
tt27170339,U poshukakh Skovorody,U poshukakh Skovorody,2022,76,Documentary,9.7,6
tt1039983,Red,Red,2002,175,"Action,Drama",4.3,974
tt0100534,Dolly and Her Lover,Räpsy & Dolly eli Pariisi odottaa,1990,101,"Comedy,Crime,Drama",6.2,257
tt2270456,Hedda Gabler,Hedda Gabler,2016,111,"Drama,Romance",4.6,128
tt3671524,Becoming an Actor,Ithopoioi: Imerologio spoudis,2014,61,Documentary,7.7,23
tt2647346,The Last Safari,The Last Safari,2013,74,"Adventure,Biography,Documentary",7.5,18
tt0382027,The Fast Life,The Fast Life,2003,57,Drama,5.2,36
tt2783934,American Federale,American Federale,2013,72,"Biography,Documentary,History",5.8,29
tt10341040,Around the World in 80 Days,Around the World in 80 Days,2021,82,"Adventure,Animation,Comedy",4.7,1082
tt1308046,There's a Stranger in My House,There's a Stranger in My House,2009,78,Musical,5.4,83
tt0047596,Castles in Spain,El torero,1954,86,Drama,5.2,33
tt18346990,RiffTrax: Prisoners of the Lost Universe,Prisoners of the Lost Universe,2012,\N,Comedy,6.3,41
tt4020336,Ingen manns land,Ingen manns land,2015,81,"Adventure,Drama",6.7,13
tt2348688,Hei pi yu Bai ya,Hei pi yu Bai ya,1987,99,Drama,7.5,16
tt1838485,Casa Vieja,Casa Vieja,2010,\N,Drama,7.0,32
tt4901390,Bleeding Black & Yellow: The UltraViolent Dream,Bleeding Black & Yellow: The UltraViolent Dream,2015,110,Documentary,8.2,8
tt0096852,Notebook on Cities and Clothes,Aufzeichnungen zu Kleidern und Städten,1989,81,Documentary,6.4,1225
tt0192251,Lionman II: The Witchqueen,Lionman II: The Witchqueen,1979,85,"Adventure,Fantasy",5.0,55
tt0054798,Dentist on the Job,Dentist on the Job,1961,88,Comedy,5.2,337
tt11899028,We Are the Thousand,We Are the Thousand: L'incredibile storia di Rockin'1000,2020,80,"Documentary,Music",7.6,228
tt2158455,The Taste of Apple Seeds,Der Geschmack von Apfelkernen,2013,120,Drama,5.8,377
tt1068956,In the Name of God,Khuda Kay Liye,2007,168,Drama,8.3,9709
tt13937232,Self Quarantined,Self Quarantined,2022,90,"Sci-Fi,Thriller",7.4,44
tt6913400,Thicker Than Blood,Thicker Than Blood,2017,80,Drama,8.4,15
tt0307259,Oceano Atlantis,Oceano Atlantis,1993,80,Sci-Fi,7.1,26
tt2318982,51 Paintings,51 Paintings,2012,78,Drama,7.1,13
tt0090768,The Boy Who Could Fly,The Boy Who Could Fly,1986,114,"Drama,Fantasy,Romance",6.6,6973
tt0922547,Parasomnia,Parasomnia,2008,103,"Horror,Thriller",5.1,2638
tt0028512,Without Orders,Without Orders,1936,64,Drama,6.5,85
tt31358136,Long Way East,Long Way East,2023,\N,Adventure,5.7,11
tt19718904,Tripping Beneath the Spring Clouds,Tripping Beneath the Spring Clouds,2022,90,"Comedy,Documentary",5.6,19
tt0116329,Fly Away Home,Fly Away Home,1996,107,"Adventure,Drama,Family",6.9,28288
tt8168944,Havana Libre,Havana Libre,2021,82,Documentary,8.1,14
tt3551240,One in a Million,One in a Million: A CJD Documentary,2014,85,"Biography,Documentary,Drama",8.2,12
tt7274838,Nephilim: Origin of Genetic Evil,Nephilim: Origin of Genetic Evil,2013,115,Documentary,8.0,8
tt1564048,Eskrimadors,Eskrimadors,2010,66,"Action,Documentary,History",8.5,18
tt0195843,Jam,Jam,1999,\N,\N,8.0,18
tt0212742,After Alice,After Alice,2000,100,"Crime,Drama,Mystery",5.3,1834
tt0110339,Modern Romance,Luen oi dik tin hung,1994,95,"Comedy,Romance",5.7,88
tt1649418,The Gray Man,The Gray Man,2022,122,"Action,Mystery,Thriller",6.5,263939
tt6071970,The Bengal Lancers!,The Bengal Lancers!,1984,\N,Adventure,4.9,28
tt15269638,Islands: Georgy Rerberg,Osmrova: Georgy Rerberg,2007,52,Documentary,6.9,10
tt0369446,Ganga Tera Pani Amrit,Ganga Tera Pani Amrit,1971,137,Drama,4.6,16
tt1449394,The Confidant,The Confidant,2010,90,Thriller,3.9,389
tt2945344,Kvartirantka,Kvartirantka,2008,91,"Comedy,Drama",5.0,27
tt1212072,Cartas para Jenny,Cartas para Jenny,2007,96,"Drama,Romance",6.2,29
tt3161852,Metal Down Under,Metal Down Under,2014,165,"Documentary,Music",7.7,19
tt0241934,Sans Elle...,Sem Ela,2003,103,Drama,5.3,61
tt0168245,Vosemnadtsatyy god,Vosemnadtsatyy god,1958,97,"Drama,History",7.2,52
tt26940967,5 Rounds (Khamas Gawlat),5 Rounds (Khamas Gawlat),2023,105,"Action,Drama,Sport",5.3,108
tt14577438,I Am A Channel,I Am A Channel,2024,83,Drama,9.5,15
tt13556268,Orleta. Grodno '39,Orleta. Grodno '39,2022,104,"Drama,War",5.5,168
tt2187254,A Gran Plan,A Gran Plan,2012,105,"Drama,Family",7.0,14
tt6854250,Your Clock,Shi zhong ji,2017,87,Drama,8.3,16
tt1846675,Natalie,Natali,2010,90,"Mystery,Romance",4.6,685
tt1428538,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,2013,88,"Action,Fantasy,Horror",6.1,224131
tt5331182,The Frontier: Ukraine,The Frontier: Ukraine,2018,57,Documentary,8.6,7
tt9179414,Mahalaya,Mahalaya,2019,108,"Biography,Drama,History",8.1,518
tt9690184,The Dose,La dosis,2020,93,"Drama,Thriller",6.0,156
tt11813216,The Banshees of Inisherin,The Banshees of Inisherin,2022,114,"Comedy,Drama",7.7,285580
tt0063118,I Want You!,I Want You!,1969,59,Drama,4.7,20
tt33022412,The Myth of Marakuda,Marakuda,2025,90,"Adventure,Animation,Comedy",5.7,59
tt0420609,Infamous,Infamous,2006,110,"Biography,Crime,Drama",7.0,18690
tt0131897,Backstage,Backstage,1988,\N,Adult,6.3,140
tt0052567,The Big Boss,Ankokugai no kaoyaku,1959,101,"Crime,Drama",6.5,129
tt0018372,His Greatest Bluff,Sein größter Bluff,1927,\N,Comedy,6.3,32
tt4202506,The Love Affair,The Love Affair,2015,125,"Drama,Romance",6.3,318
tt0090755,Blue Moon,Blue Moon,1986,88,Thriller,4.9,11
tt1471147,All Human Rights for All,All Human Rights for All,2008,100,"Documentary,Drama",5.7,54
tt26923601,Game On,Game On,2024,140,"Action,Drama,Romance",5.0,2341
tt1693989,Paradise Kiss,Paradaisu kisu,2011,115,Drama,6.3,1802
tt0083658,Blade Runner,Blade Runner,1982,117,"Action,Drama,Sci-Fi",8.1,864986
tt0184468,I fetentoni,I fetentoni,1999,99,Comedy,5.2,70
tt7329602,Tamizh Padam 2.0,Thamizh Padam 2,2018,143,Comedy,6.5,1867
tt1792535,Battle of the Bagpipes,Battle of the Bagpipes,2010,45,"Comedy,Documentary,Drama",8.2,12
tt0316732,Taxi,Taxi,2004,97,"Action,Comedy,Crime",4.6,47239
tt0048594,The Second Greatest Sex,The Second Greatest Sex,1955,87,"Comedy,Musical,Western",5.3,154
tt20238148,Haunted Tales,Haunted Tales,2021,99,Horror,4.9,51
tt0077881,The Score,Lyftet,1978,117,Drama,6.4,155
tt0452894,The White Dog Sacrifice,The White Dog Sacrifice,2005,86,"Horror,Thriller",4.5,89
tt4804076,2 Premi Premache,2 Premi Premache,2015,102,Romance,5.5,18
tt6851664,Romeo N Bullet,Romeo N Bullet,2017,116,Drama,5.1,9
tt0322068,Dos valientes,Dos valientes,1969,87,"Action,Adventure,Drama",7.2,8
tt5130574,Rough Stage,Karmil pinnal,2015,74,Documentary,7.4,11
tt11666014,There's Something in the Lake,There's Something in the Lake,2021,65,"Fantasy,Horror,Mystery",4.1,58
tt9679234,Magnificent Liars,Les beaux menteurs,2019,80,"Comedy,Drama",4.6,34
tt0339872,Der Vorführ-Effekt,Der Vorführ-Effekt,2001,55,\N,7.3,12
tt21204056,It's a Good Day to Die,It's a Good Day to Die,2024,87,Thriller,4.8,75
tt0216149,The Red Swan,De rode zwaan,1999,100,Fantasy,5.9,150
tt0065543,Bloodstained Clan of Honor,Chi-zome no daimon,1970,87,"Action,Crime",7.0,103
tt5990474,Columbus,Columbus,2017,100,Drama,7.2,23015
tt1792799,Chromeskull: Laid to Rest 2,Chromeskull: Laid to Rest 2,2011,93,Horror,5.0,4442
tt33763683,Poveri noi,Poveri noi,2025,100,Comedy,5.5,7
tt3289362,Hidden Away,A escondidas,2014,96,"Drama,Romance",7.0,3197
tt10080924,Sweater,Sweater,2019,118,Drama,7.2,986
tt0425653,Wisconsin Born & Bred: The Entertainers,Wisconsin Born & Bred: The Entertainers,2004,84,Documentary,8.8,12
tt4136008,Mission NinetyTwo: Dragonfly,Mission NinetyTwo: Dragonfly,2016,91,"Action,Adventure,Drama",4.7,60
tt1897939,Görünmeyen,Görünmeyen,2011,120,Drama,6.6,108
tt30802611,Afonso Padilha - Gerações,Afonso Padilha - Gerações,2023,64,Comedy,7.1,72
tt2490216,This Is What a Feminist Sounds Like,This Is What a Feminist Sounds Like,2012,82,"Biography,Documentary",9.0,6
tt0019991,Hold Your Man,Hold Your Man,1929,60,"Comedy,Romance",7.7,17
tt1210055,Enam,Enam,2007,97,Horror,5.3,23
tt0303313,The Business of Fancydancing,The Business of Fancydancing,2002,103,"Drama,Music",6.6,561
tt9464770,Unfriends,Unfriends,2019,104,Thriller,8.4,10
tt1486638,Diari,Diari,2008,93,"Comedy,Romance",5.8,20
tt15119154,Life of Crime 1984-2020,Life of Crime 1984-2020,2021,121,"Biography,Crime,Documentary",8.4,3150
tt14145240,Awasaan,Awasaan,2020,101,Drama,8.6,36
tt0154464,Eu sunt Adam!,Eu sunt Adam!,1996,108,"Drama,Fantasy",8.1,120
tt1185676,"Sophie, petite fille perverse","Sophie, petite fille perverse",1978,75,Adult,6.5,14
tt0945321,The Bird Can't Fly,The Bird Can't Fly,2007,89,Drama,6.5,284
tt4558040,Loserville,Loserville,2016,96,"Comedy,Drama,Family",5.3,759
tt34371068,A Mary Little Christmas,A Mary Little Christmas,2024,\N,Comedy,8.9,22
tt0290275,The Splendor of Love,Rawaat el-hob,1968,105,\N,6.0,29
tt0169884,Experiment Eva,Experiment Eva,1985,\N,\N,3.9,13
tt1785538,Road to Ladakh,Road to Ladakh,2003,50,Drama,5.9,332
tt2286998,Rescue! Brooklyn,Rescue! Brooklyn,2019,103,"Documentary,Family",8.1,9
